1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121009557;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121109561;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121409562;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121909574;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121009603;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121909606;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121209607;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121609612;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121509615;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121909620;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100121809623;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100229281952;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100229381966;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100229981968;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100229481970;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100229781971;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100229181979;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100229281983;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100229281990;3;;898308;;;;;;;
1673;J;J;2444986;McusE23;AFV;204726401;6307738;29-12-2023;NL;100229788314;3;;898308;;;;;;;
